Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,96.1875,97.625,79.75,89.6875,76.13646697998047,583431800.0
2000-02-01,89.53125,107.5,88.4375,106.75,90.62096405029297,575169800.0
2000-03-01,107.25,120.5,101.0,109.5,92.9554443359375,721106900.0
2000-04-01,107.765625,109.125,78.0,94.75,80.43409729003906,678411400.0
2000-05-01,95.75,96.875,72.25,83.125,70.56554412841797,563189300.0
2000-06-01,85.1875,99.71875,82.5,93.4375,79.31987762451172,469516700.0
2000-07-01,93.5,102.0625,85.71875,89.4375,75.92424011230469,381758100.0
2000-08-01,89.8125,102.0,83.3125,101.625,86.27032470703125,378312400.0
2000-09-01,103.0,103.515625,87.0,88.75,75.34060668945312,510706700.0
2000-10-01,90.25,90.25,73.625,81.703125,69.35846710205078,904925400.0
2000-11-01,80.3125,84.125,60.5,62.984375,53.46796798706055,936207600.0
2000-12-01,64.0625,74.78125,54.25,58.375,49.55503463745117,1087788500.0
2001-01-01,58.5625,69.125,52.15625,64.30000305175781,54.58482360839844,1197806700.0
2001-02-01,64.55000305175781,65.61000061035156,46.86000061035156,47.45000076293945,40.28071594238281,1215871200.0
2001-03-01,46.970001220703125,50.65999984741211,38.0,39.150001525878906,33.23476028442383,1724918800.0
2001-04-01,39.16999816894531,49.439998626708984,33.599998474121094,46.150001525878906,39.17709732055664,1643682200.0
2001-05-01,46.20000076293945,51.95000076293945,43.349998474121094,44.72999954223633,37.97167205810547,1394690300.0
2001-06-01,45.540000915527344,49.4900016784668,41.2599983215332,45.70000076293945,38.79509735107422,1363050300.0
2001-07-01,45.650001525878906,46.47999954223633,39.310001373291016,41.7599983215332,35.45041275024414,1198392500.0
2001-08-01,42.630001068115234,44.0,35.75,36.630001068115234,31.095518112182617,1313411700.0
2001-09-01,36.5099983215332,37.5,27.200000762939453,28.979999542236328,24.60136604309082,1302116200.0
2001-10-01,28.850000381469727,37.060001373291016,27.850000381469727,33.900001525878906,28.777992248535156,2160146800.0
2001-11-01,34.439998626708984,40.970001220703125,33.779998779296875,39.650001525878906,33.65922164916992,1721098400.0
2001-12-01,39.290000915527344,43.2400016784668,38.439998626708984,38.90999984741211,33.031036376953125,1277765400.0
2002-01-01,39.56999969482422,42.599998474121094,36.849998474121094,38.5099983215332,32.69146728515625,1579424600.0
2002-02-01,38.400001525878906,38.880001068115234,33.09000015258789,33.779998779296875,28.67612075805664,1597517000.0
2002-03-01,34.150001525878906,39.189998626708984,34.09000015258789,36.060001373291016,30.611642837524414,1551664300.0
2002-04-01,35.79999923706055,36.900001525878906,30.559999465942383,31.729999542236328,26.93585777282715,1758315600.0
2002-05-01,31.670000076293945,33.630001068115234,28.420000076293945,30.040000915527344,25.50120735168457,2095742700.0
2002-06-01,30.0,30.25,24.389999389648438,26.100000381469727,22.156511306762695,2262935100.0
2002-07-01,25.969999313354492,26.549999237060547,21.639999389648438,23.850000381469727,20.2464656829834,2668049100.0
2002-08-01,23.739999771118164,26.209999084472656,21.299999237060547,23.489999771118164,19.940860748291016,2043810200.0
2002-09-01,23.059999465942383,24.350000381469727,20.489999771118164,20.719999313354492,17.58938217163086,1669047400.0
2002-10-01,20.90999984741211,25.040000915527344,19.760000228881836,24.549999237060547,20.840700149536133,2129150100.0
2002-11-01,24.3700008392334,28.290000915527344,24.139999389648438,27.719999313354492,23.5317440032959,1669954700.0
2002-12-01,28.420000076293945,28.790000915527344,24.280000686645508,24.3700008392334,20.687894821166992,1397055800.0
2003-01-01,24.719999313354492,27.469999313354492,24.010000228881836,24.440000534057617,20.747325897216797,1513988000.0
2003-02-01,24.520000457763672,25.3700008392334,23.31999969482422,25.15999984741211,21.358530044555664,1276622500.0
2003-03-01,25.270000457763672,27.3799991607666,23.540000915527344,25.25,21.43494415283203,1670716200.0
2003-04-01,25.440000534057617,28.059999465942383,25.25,27.450000762939453,23.302528381347656,1411620800.0
2003-05-01,27.440000534057617,29.8700008392334,27.190000534057617,29.790000915527344,25.28898048400879,1525708300.0
2003-06-01,30.079999923706055,31.469999313354492,29.309999465942383,29.950000762939453,25.424808502197266,1799755700.0
2003-07-01,29.700000762939453,32.75,29.260000228881836,31.799999237060547,26.995283126831055,1821510200.0
